tfopwg_disp,,ra,,dec,pl_orbper,,,,pl_trandurh,,,,pl_trandep,,,,pl_rade,,,,pl_insol,,,,pl_eqt,,,,st_teff,,,,st_rad
FALSE POSITIVE,,298.35513,,40.049938,4.52342256,,,,2.531,,,,2.19E+02,,,,1.7,,,,482.25,,,,1195,,,,6211,,,,1.058
FALSE POSITIVE,,292.63052,,45.574219,22.32423657,,,,3.669,,,,1.30E+03,,,,4.56,,,,32.87,,,,611,,,,5648,,,,0.912
FALSE POSITIVE,,292.52948,,38.282848,0.723947772,,,,2.125,,,,2.43E+02,,,,52.16,,,,24641.6,,,,3192,,,,5160,,,,2.897
CANDIDATE,,295.97556,,44.713451,308.544422,,,,18.503,,,,5.87E+02,,,,3.28,,,,2.81,,,,330,,,,6325,,,,1.349
FALSE POSITIVE,,289.27658,,41.259754,0.905679492,,,,2.1164,,,,2.30E+03,,,,35.74,,,,2950.42,,,,1882,,,,5780,,,,1
FALSE POSITIVE,,289.27658,,41.259754,22.735911,,,,42.435,,,,2.31E+03,,,,5.07,,,,40.32,,,,643,,,,5780,,,,1
FALSE POSITIVE,,292.69489,,41.336418,0.909310626,,,,3.4411,,,,1.21E+04,,,,48.79,,,,4889.6,,,,2130,,,,6370,,,,1.106
FALSE POSITIVE,,283.75253,,40.842369,0.648774274,,,,2.643,,,,2.31E+02,,,,1.08,,,,1795.83,,,,1659,,,,5026,,,,0.729
FALSE POSITIVE,,288.6496,,46.597752,17.47702,,,,54.52,,,,1.38E+02,,,,0.93,,,,49.24,,,,676,,,,6116,,,,0.782
FALSE POSITIVE,,293.539,,44.494919,0.696125302,,,,2.0054,,,,1.50E+04,,,,28.44,,,,1739.43,,,,1645,,,,5245,,,,0.674
FALSE POSITIVE,,301.70923,,44.281792,302.3886782,,,,3.1229,,,,4.13E+04,,,,40.73,,,,0.76,,,,238,,,,5328,,,,0.857
CANDIDATE,,298.99509,,45.909512,305.0762469,,,,6.255,,,,4.04E+03,,,,7.82,,,,1.53,,,,284,,,,5716,,,,1.155
FALSE POSITIVE,,291.91602,,41.74741,5.24372504,,,,17.136,,,,2.34E+02,,,,20.41,,,,253.25,,,,1017,,,,5772,,,,0.867
FALSE POSITIVE,,286.83035,,42.279202,18.7952698,,,,9.9816,,,,2.82E+04,,,,30.77,,,,154.05,,,,899,,,,5623,,,,1.841
FALSE POSITIVE,,293.93689,,42.961559,42.2625935,,,,4.465,,,,6.92E+02,,,,12.62,,,,126.27,,,,855,,,,5432,,,,3.581
FALSE POSITIVE,,286.42599,,43.264278,3.549386251,,,,2.4342,,,,5.07E+04,,,,24.15,,,,402.76,,,,1142,,,,5759,,,,0.892
CANDIDATE,,287.23676,,43.567211,29.92208104,,,,2.7716,,,,3.45E+02,,,,3.09,,,,88.52,,,,782,,,,6127,,,,1.637
FALSE POSITIVE,,291.5907,,42.669891,0.566812588,,,,3.596,,,,1.71E+01,,,,0.71,,,,21653.56,,,,3089,,,,6194,,,,1.718
FALSE POSITIVE,,298.64505,,42.089851,9.94221873,,,,2.453,,,,4.87E+02,,,,19.64,,,,76.56,,,,754,,,,5213,,,,0.917
FALSE POSITIVE,,287.79138,,42.574108,9.06557317,,,,1.6208,,,,2.43E+02,,,,1.46,,,,141.9,,,,880,,,,6075,,,,0.916
FALSE POSITIVE,,290.30646,,45.750931,4.9432827,,,,40.01,,,,2.71E+01,,,,1.21,,,,2161.95,,,,1739,,,,6701,,,,2.236
FALSE POSITIVE,,298.26663,,46.412991,7.35390869,,,,2.061,,,,9.29E+01,,,,2.29,,,,1141.53,,,,1483,,,,6385,,,,2.327
FALSE POSITIVE,,293.67361,,42.666458,15.7455586,,,,13.877,,,,1.61E+02,,,,1.41,,,,71.98,,,,743,,,,6089,,,,0.95
FALSE POSITIVE,,291.82965,,42.737679,0.566796615,,,,1.999,,,,4.78E+01,,,,0.59,,,,4426.68,,,,2077,,,,5858,,,,0.849
CANDIDATE,,296.80344,,46.74115,8.48651582,,,,5.267,,,,1.11E+02,,,,1.34,,,,298.03,,,,1060,,,,6178,,,,1.267
FALSE POSITIVE,,285.87708,,39.690689,2.189092892,,,,5.1128,,,,1.87E+03,,,,33.45,,,,1034.43,,,,1446,,,,6106,,,,0.966
FALSE POSITIVE,,299.70813,,40.921909,2.40435335,,,,4.07,,,,7.06E+01,,,,3.05,,,,8577.88,,,,2454,,,,6103,,,,3.358
FALSE POSITIVE,,296.03668,,47.180119,220.9290121,,,,7.335,,,,2.46E+03,,,,5.24,,,,1.89,,,,299,,,,5893,,,,0.941
FALSE POSITIVE,,285.37082,,47.946499,3.1877519,,,,14.836,,,,4.52E+02,,,,19.66,,,,400.3,,,,1141,,,,5532,,,,0.896
CANDIDATE,,293.13828,,42.965141,3.76565247,,,,1.557,,,,9.24E+01,,,,0.87,,,,356.3,,,,1108,,,,5815,,,,0.877
FALSE POSITIVE,,296.01447,,42.422279,10.72396374,,,,3.8439,,,,1.35E+04,,,,39.84,,,,88.64,,,,783,,,,5582,,,,0.905
FALSE POSITIVE,,291.16675,,38.78019,119.67747,,,,32.274,,,,3.25E+03,,,,36.8,,,,4.9,,,,379,,,,6075,,,,0.969
FALSE POSITIVE,,289.1524,,50.253159,185.9526325,,,,3.5964,,,,1.11E+04,,,,50.98,,,,3.28,,,,343,,,,5813,,,,1.164
FALSE POSITIVE,,289.07571,,51.757439,41.07759033,,,,6.20583,,,,1.34E+05,,,,23.2,,,,3.37,,,,346,,,,4451,,,,0.62
FALSE POSITIVE,,299.12851,,41.58754,2.99540439,,,,6.172,,,,2.23E+02,,,,65.37,,,,5493.46,,,,2195,,,,6106,,,,3.09
CANDIDATE,,287.81284,,43.362549,10.5994606,,,,9.484,,,,1.29E+02,,,,1.28,,,,152.67,,,,896,,,,6194,,,,1.069
FALSE POSITIVE,,299.59305,,43.693089,63.934965,,,,12.71,,,,1.12E+03,,,,44.59,,,,18,,,,525,,,,5209,,,,1.595
FALSE POSITIVE,,283.19598,,43.890968,38.4769457,,,,5.825,,,,2.59E+02,,,,4.79,,,,103.72,,,,814,,,,6079,,,,2.163
CANDIDATE,,284.51019,,43.961658,37.3228722,,,,7.2146,,,,3.08E+02,,,,35.34,,,,1769.88,,,,1654,,,,4907,,,,19.53
FALSE POSITIVE,,296.52682,,43.960232,1.664980224,,,,1.7455,,,,2.31E+02,,,,3.68,,,,3223.3,,,,1921,,,,5792,,,,1.567
FALSE POSITIVE,,300.43979,,43.930729,16.6094904,,,,3.189,,,,2.73E+02,,,,1.82,,,,81.28,,,,766,,,,6047,,,,1.05
FALSE POSITIVE,,291.70721,,42.61335,0.566789505,,,,5.835,,,,5.46E+01,,,,3.37,,,,4051.92,,,,2038,,,,5894,,,,0.784
FALSE POSITIVE,,293.20831,,38.003319,2.62982665,,,,6.213,,,,1.26E+02,,,,17.88,,,,3542.64,,,,1968,,,,6712,,,,1.846
FALSE POSITIVE,,291.69385,,38.964069,2.69787749,,,,1.915,,,,1.17E+02,,,,1.5,,,,1235.14,,,,1512,,,,5609,,,,1.348
FALSE POSITIVE,,282.04895,,42.871109,5.23340265,,,,3.242,,,,2.42E+02,,,,1.15,,,,124.02,,,,851,,,,5266,,,,0.741
FALSE POSITIVE,,295.98465,,50.248199,3.51289168,,,,3.313,,,,1.31E+02,,,,1.12,,,,429.42,,,,1161,,,,5523,,,,0.981
CANDIDATE,,291.65952,,50.583881,14.09258319,,,,4.1536,,,,5.30E+02,,,,1.82,,,,30.1,,,,597,,,,5081,,,,0.77
FALSE POSITIVE,,292.73621,,42.75972,9.087508013,,,,2.7597,,,,1.41E+02,,,,1.37,,,,224.7,,,,987,,,,6078,,,,1.119
FALSE POSITIVE,,292.39539,,43.869068,0.65244373,,,,1.471,,,,6.11E+02,,,,2.17,,,,3546.43,,,,1969,,,,5638,,,,0.883
FALSE POSITIVE,,295.2269,,46.772869,1.332564704,,,,5.9775,,,,1.05E+03,,,,30.04,,,,1945.27,,,,1692,,,,6046,,,,0.972
FALSE POSITIVE,,297.55859,,40.63467,2.636899795,,,,0.9105,,,,4.26E+02,,,,49.84,,,,456.22,,,,1179,,,,5524,,,,0.847
FALSE POSITIVE,,295.5495,,43.047722,0.660629055,,,,5.894,,,,2.32E+02,,,,17.38,,,,4040.43,,,,2032,,,,6024,,,,0.849
FALSE POSITIVE,,298.83673,,43.44302,0.885123683,,,,3.3865,,,,1.13E+02,,,,1.14,,,,3477.17,,,,1961,,,,5979,,,,0.998
FALSE POSITIVE,,295.87747,,42.983631,471.65421,,,,3.456,,,,4.80E+02,,,,4.11,,,,2.26,,,,313,,,,6061,,,,1.653
FALSE POSITIVE,,298.84198,,41.631531,1.221204888,,,,1.8511,,,,1.12E+02,,,,1.1,,,,2334.4,,,,1772,,,,5874,,,,0.997
FALSE POSITIVE,,298.55786,,41.82563,0.959853772,,,,1.9163,,,,5.58E+01,,,,1.3,,,,8768.54,,,,2468,,,,6061,,,,1.653
CANDIDATE,,290.28094,,45.46426,0.592243731,,,,1.386,,,,3.99E+03,,,,6.77,,,,1361.22,,,,1551,,,,4920,,,,0.591
FALSE POSITIVE,,297.89221,,47.498089,46.882525,,,,1.93,,,,3.44E+02,,,,1.91,,,,16.4,,,,513,,,,6045,,,,0.955
FALSE POSITIVE,,281.27295,,47.774399,20.7191626,,,,3.912,,,,1.84E+02,,,,1.85,,,,92.2,,,,790,,,,5837,,,,1.366
CANDIDATE,,289.7308,,43.497368,399.37587,,,,21.25,,,,5.52E+02,,,,3.93,,,,2.66,,,,326,,,,6098,,,,1.618
FALSE POSITIVE,,300.4472,,43.929539,16.60973843,,,,4.515,,,,6.68E+02,,,,6.64,,,,26.59,,,,579,,,,5238,,,,0.752
FALSE POSITIVE,,300.79263,,43.96748,54.323118,,,,25.863,,,,5.38E+02,,,,5.06,,,,58.78,,,,706,,,,6988,,,,1.67
FALSE POSITIVE,,296.49356,,44.052319,5.803127153,,,,4.9041,,,,5.86E+04,,,,19.04,,,,145.32,,,,886,,,,5533,,,,0.795
FALSE POSITIVE,,287.8569,,44.102798,35.51619219,,,,2.5,,,,1.10E+04,,,,719.49,,,,15.2,,,,504,,,,5514,,,,0.871
FALSE POSITIVE,,296.60672,,44.472919,0.589049151,,,,2.25397,,,,6.20E+04,,,,39.51,,,,3495.15,,,,1959,,,,5592,,,,0.771
CANDIDATE,,282.86319,,41.79668,80.2321467,,,,4.656,,,,8.89E+02,,,,3.24,,,,4.91,,,,380,,,,5436,,,,0.888
CANDIDATE,,295.46463,,47.90807,41.88970036,,,,1.35,,,,1.30E+03,,,,32.16,,,,16.66,,,,515,,,,5952,,,,0.907
FALSE POSITIVE,,288.51645,,41.381962,1.791406261,,,,2.8159,,,,3.46E+02,,,,4.51,,,,1466.9,,,,1579,,,,6092,,,,1.028
FALSE POSITIVE,,297.13702,,39.891842,1.25483232,,,,2.67,,,,1.18E+02,,,,2.89,,,,13493.55,,,,2748,,,,6168,,,,2.572
FALSE POSITIVE,,299.78946,,44.171001,5.71483873,,,,2.748,,,,2.86E+02,,,,1.26,,,,118.73,,,,842,,,,5193,,,,0.755
FALSE POSITIVE,,294.85565,,42.790672,17.5859472,,,,3.815,,,,5.10E+02,,,,2.24,,,,56.81,,,,700,,,,5780,,,,1
FALSE POSITIVE,,292.60968,,45.708881,1.332567005,,,,6.3373,,,,4.01E+02,,,,27.36,,,,3837.83,,,,2007,,,,6388,,,,1.223
CANDIDATE,,291.77164,,47.5299,10.32736351,,,,1.889,,,,1.27E+02,,,,1.25,,,,116.56,,,,838,,,,5757,,,,1.017
FALSE POSITIVE,,298.8461,,43.403519,2.54557259,,,,5.636,,,,5.29E+02,,,,1.97,,,,549.8,,,,1234,,,,5718,,,,0.863
FALSE POSITIVE,,288.08798,,43.208172,0.704541784,,,,1.0726,,,,2.75E+02,,,,1.72,,,,4778.23,,,,2121,,,,6063,,,,1.012
FALSE POSITIVE,,299.33234,,40.69503,0.697996932,,,,4.3323,,,,9.09E+03,,,,28.06,,,,1560.69,,,,1604,,,,5176,,,,0.695
FALSE POSITIVE,,295.73996,,38.862282,6.63449721,,,,22.982,,,,9.19E+02,,,,85.25,,,,2067.13,,,,1719,,,,6487,,,,2.817
FALSE POSITIVE,,285.90607,,49.287521,110.9215892,,,,5.282,,,,4.98E+02,,,,3.71,,,,9.12,,,,443,,,,5725,,,,1.384
FALSE POSITIVE,,294.34216,,39.562359,3.88673217,,,,20.491,,,,7.62E+02,,,,21.04,,,,287.4,,,,1050,,,,5798,,,,0.767
CANDIDATE,,294.19211,,39.618999,1.544928892,,,,1.43586,,,,5.82E+03,,,,13.43,,,,3765.46,,,,1997,,,,6309,,,,1.412
FALSE POSITIVE,,292.79404,,40.074581,11.76921923,,,,3.219,,,,5.19E+02,,,,3.12,,,,134.04,,,,868,,,,6215,,,,1.052
FALSE POSITIVE,,293.02615,,40.073051,44.63898306,,,,3.04001,,,,3.68E+04,,,,50.33,,,,21.86,,,,551,,,,6197,,,,1.035
CANDIDATE,,296.68945,,49.44677,1.236866732,,,,1.242,,,,1.87E+02,,,,1.75,,,,1439.3,,,,1569,,,,5621,,,,0.879
FALSE POSITIVE,,297.53055,,48.38747,1.926888595,,,,1.235,,,,1.30E+02,,,,1.31,,,,1622.18,,,,1619,,,,6268,,,,1.1
CANDIDATE,,286.54001,,49.437328,34.1420506,,,,2.945,,,,7.88E+02,,,,1.06,,,,0.89,,,,248,,,,3526,,,,0.383
FALSE POSITIVE,,288.24615,,43.135841,0.241842544,,,,0.7257,,,,2.03E+02,,,,1.16,,,,12357.89,,,,2689,,,,5834,,,,0.797
FALSE POSITIVE,,289.25012,,41.484871,0.865759153,,,,0.8408,,,,1.92E+02,,,,1.53,,,,4616.69,,,,2100,,,,6249,,,,1.076
CANDIDATE,,285.20944,,46.540909,1.332035996,,,,1.391,,,,1.37E+02,,,,0.85,,,,823.09,,,,1365,,,,5376,,,,0.73
CANDIDATE,,292.50378,,41.830421,8.68910764,,,,1.1627,,,,1.68E+03,,,,0.49,,,,0.47,,,,211,,,,2703,,,,0.118
CANDIDATE,,284.4335,,49.305161,8.71980135,,,,3.7454,,,,1.60E+02,,,,1.53,,,,224.47,,,,987,,,,5970,,,,1.2
CANDIDATE,,284.4335,,49.305161,7.00821787,,,,3.812,,,,1.16E+02,,,,1.29,,,,300.58,,,,1062,,,,5970,,,,1.2
FALSE POSITIVE,,288.17081,,43.501202,0.903583394,,,,1.5942,,,,1.03E+03,,,,33.18,,,,5162.98,,,,2162,,,,6455,,,,1.101
FALSE POSITIVE,,289.20413,,46.133911,0.99014722,,,,0.9394,,,,3.21E+02,,,,1.34,,,,997.75,,,,1433,,,,5072,,,,0.747
FALSE POSITIVE,,296.23697,,43.014149,0.77359329,,,,1.7603,,,,8.06E+01,,,,0.82,,,,3022.82,,,,1890,,,,5747,,,,0.907
FALSE POSITIVE,,287.73572,,42.823421,0.306937807,,,,0.5925,,,,1.19E+02,,,,0.82,,,,5019.53,,,,2142,,,,5088,,,,0.741
CANDIDATE,,298.29819,,42.434368,0.716531851,,,,0.655,,,,7.89E+01,,,,1.11,,,,4063.57,,,,2034,,,,5552,,,,1.03
FALSE POSITIVE,,285.5463,,48.410851,0.637487312,,,,1.9626,,,,2.11E+02,,,,1.75,,,,7053.67,,,,2334,,,,6173,,,,1.083
FALSE POSITIVE,,283.97751,,44.811562,5.71489488,,,,2.0705,,,,2.93E+02,,,,1.41,,,,160.68,,,,908,,,,5552,,,,0.833
FALSE POSITIVE,,287.57117,,42.813919,76.642481,,,,5.476,,,,6.45E+01,,,,1.36,,,,20.44,,,,542,,,,5537,,,,1.714
CANDIDATE,,284.34274,,46.316551,5.47715718,,,,1.3849,,,,5.68E+02,,,,2.17,,,,149.23,,,,892,,,,5029,,,,0.93
FALSE POSITIVE,,290.17618,,46.698341,5.9703813,,,,0.669,,,,2.10E+02,,,,1.69,,,,218.94,,,,981,,,,5825,,,,0.965
CANDIDATE,,297.14883,,46.296951,7.57299816,,,,2.645,,,,3.02E+01,,,,0.53,,,,138.36,,,,875,,,,5495,,,,0.961
CANDIDATE,,285.25366,,46.582191,32.376183,,,,4.4639,,,,7.45E+02,,,,2.26,,,,5.61,,,,392,,,,4580,,,,0.675
CANDIDATE,,289.34143,,46.988239,284.063137,,,,8.297,,,,1.63E+03,,,,6.36,,,,2.51,,,,321,,,,5791,,,,1.336
FALSE POSITIVE,,294.29269,,46.159409,4.30908594,,,,1.52,,,,1.61E+02,,,,1.62,,,,445.13,,,,1172,,,,5754,,,,1.097
FALSE POSITIVE,,291.38715,,46.88168,57.104588,,,,11.5,,,,1.44E+02,,,,0.98,,,,7.74,,,,425,,,,5637,,,,0.821
FALSE POSITIVE,,286.92056,,41.371151,0.422015793,,,,1.23416,,,,1.29E+03,,,,6.69,,,,4962.18,,,,2136,,,,5614,,,,0.777
FALSE POSITIVE,,292.01581,,42.286572,0.945825494,,,,1.8496,,,,1.05E+02,,,,1.14,,,,3715.61,,,,1989,,,,6116,,,,1.084
FALSE POSITIVE,,294.34518,,39.683929,0.676715927,,,,0.63,,,,2.65E+02,,,,1.29,,,,2135.8,,,,1735,,,,5334,,,,0.733
CANDIDATE,,282.34305,,48.340778,4.64490141,,,,2.456,,,,1.06E+02,,,,0.76,,,,113.62,,,,832,,,,4786,,,,0.77
FALSE POSITIVE,,289.82767,,38.442619,0.576441813,,,,2.027,,,,6.08E+01,,,,0.82,,,,8812.63,,,,2471,,,,6459,,,,1.038
FALSE POSITIVE,,288.71979,,40.986141,0.423854275,,,,1.0198,,,,2.35E+02,,,,0.58,,,,301.79,,,,1062,,,,3553,,,,0.368
FALSE POSITIVE,,295.56525,,49.073139,0.692693892,,,,1.2804,,,,1.43E+03,,,,32.44,,,,4160.84,,,,2050,,,,5907,,,,0.964
FALSE POSITIVE,,289.92453,,49.882469,0.768934934,,,,1.216,,,,8.47E+02,,,,4.09,,,,2026.85,,,,1713,,,,5390,,,,0.777
FALSE POSITIVE,,293.61337,,44.975422,0.998212785,,,,2.489,,,,1.19E+02,,,,1.1,,,,2998.77,,,,1888,,,,6072,,,,0.988
CANDIDATE,,290.08478,,51.208599,0.764863517,,,,1.16,,,,1.50E+02,,,,1.04,,,,2145.14,,,,1733,,,,5231,,,,0.86
FALSE POSITIVE,,297.94925,,47.816399,0.710894157,,,,1.0183,,,,1.23E+02,,,,1.16,,,,4599.89,,,,2098,,,,5862,,,,1.049
FALSE POSITIVE,,289.46765,,52.19809,0.537839241,,,,2.169,,,,2.35E+01,,,,1.49,,,,64294.62,,,,4061,,,,6456,,,,3.03
FALSE POSITIVE,,291.38965,,45.527168,0.373684977,,,,0.9621,,,,4.57E+02,,,,2.25,,,,9009,,,,2490,,,,5970,,,,0.908
FALSE POSITIVE,,297.10153,,41.876862,0.544962596,,,,1.085,,,,2.48E+02,,,,1.03,,,,2074.18,,,,1719,,,,5257,,,,0.639
FALSE POSITIVE,,293.57123,,43.28648,0.769127296,,,,0.998,,,,1.15E+02,,,,0.9,,,,3179.14,,,,1917,,,,6024,,,,0.831
CANDIDATE,,292.03348,,37.974548,4.09578199,,,,1.704,,,,4.06E+02,,,,1.64,,,,124.3,,,,851,,,,4791,,,,0.742
CANDIDATE,,284.4335,,49.305161,91.9401253,,,,9.195,,,,4.83E+02,,,,2.62,,,,9.71,,,,450,,,,5970,,,,1.2
CANDIDATE,,288.87436,,51.154121,4.5770016,,,,0.949,,,,7.10E+02,,,,1.33,,,,24.38,,,,567,,,,3805,,,,0.497
CANDIDATE,,294.95102,,43.012428,14.4540329,,,,7.183,,,,7.97E+01,,,,0.72,,,,49.51,,,,676,,,,5559,,,,0.79
FALSE POSITIVE,,288.49313,,42.692478,0.812587678,,,,1.1144,,,,6.29E+01,,,,1.54,,,,12840.3,,,,2717,,,,6143,,,,1.877
CANDIDATE,,297.96048,,46.227921,9.3210841,,,,1.81,,,,2.94E+02,,,,0.61,,,,5.67,,,,394,,,,3773,,,,0.35
FALSE POSITIVE,,288.27991,,48.950523,19.3073774,,,,3.437,,,,3.17E+01,,,,1.21,,,,292.25,,,,1054,,,,6131,,,,2.142
FALSE POSITIVE,,281.89307,,44.827461,1.000840564,,,,1.3292,,,,2.71E+03,,,,80.25,,,,30248.83,,,,3367,,,,6287,,,,3.177
CANDIDATE,,298.37384,,40.61842,13.6164547,,,,5.175,,,,3.76E+02,,,,22.29,,,,76.81,,,,755,,,,5823,,,,0.972
CANDIDATE,,288.25058,,46.679611,1.766789509,,,,1.3345,,,,1.01E+03,,,,1.4,,,,66.95,,,,730,,,,3698,,,,0.444
CANDIDATE,,292.03348,,37.974548,7.55842923,,,,2.91,,,,3.61E+02,,,,1.46,,,,54.85,,,,694,,,,4791,,,,0.742
CANDIDATE,,285.88837,,47.880379,35.8656484,,,,8.035,,,,2.51E+02,,,,2.44,,,,37.92,,,,633,,,,6078,,,,1.189
CANDIDATE,,291.05722,,44.632381,0.638162933,,,,1.2313,,,,1.10E+02,,,,0.91,,,,2928.31,,,,1874,,,,5244,,,,0.888
FALSE POSITIVE,,289.94556,,43.665932,1.72929014,,,,3.609,,,,8.45E+01,,,,0.86,,,,1187.75,,,,1497,,,,5910,,,,0.94
FALSE POSITIVE,,293.74628,,40.41774,40.301684,,,,1.398,,,,3.75E+02,,,,2.38,,,,35.6,,,,623,,,,6429,,,,1.177
CANDIDATE,,294.27399,,40.462078,43.681309,,,,12.37,,,,2.58E+02,,,,1.33,,,,11.86,,,,473,,,,5726,,,,0.829
FALSE POSITIVE,,295.78586,,40.479771,26.524553,,,,2.359,,,,1.75E+02,,,,2.19,,,,55.06,,,,695,,,,4995,,,,1.703
FALSE POSITIVE,,298.51175,,40.459469,26.1537851,,,,1.802,,,,2.29E+02,,,,1.47,,,,37.53,,,,631,,,,6091,,,,0.967
FALSE POSITIVE,,299.5773,,40.498508,0.944598153,,,,4.018,,,,2.01E+02,,,,37.61,,,,72795.2,,,,4190,,,,4877,,,,9.214
FALSE POSITIVE,,292.29816,,40.52459,354.63284,,,,2.227,,,,2.81E+02,,,,0.9,,,,0.13,,,,152,,,,4206,,,,0.535
CANDIDATE,,295.21255,,40.516911,230.180357,,,,13.436,,,,3.69E+03,,,,7.57,,,,3.41,,,,347,,,,6313,,,,1.246
FALSE POSITIVE,,291.85382,,41.764042,5.2433865,,,,12.472,,,,6.54E+01,,,,0.75,,,,274.95,,,,1038,,,,6011,,,,0.902
FALSE POSITIVE,,291.91058,,41.75098,5.2435703,,,,15.864,,,,2.29E+02,,,,12.68,,,,148.79,,,,890,,,,5558,,,,0.722
CANDIDATE,,292.633,,41.749222,55.7583803,,,,2.497,,,,1.33E+02,,,,1.59,,,,19.6,,,,537,,,,5413,,,,1.403
CANDIDATE,,292.99493,,41.712749,3.781123,,,,8.15,,,,9.04E+01,,,,1.16,,,,962.72,,,,1421,,,,6318,,,,1.216
CANDIDATE,,293.36475,,41.788891,220.720142,,,,8.186,,,,8.63E+02,,,,2,,,,0.72,,,,235,,,,5150,,,,0.696
FALSE POSITIVE,,293.56754,,41.763981,634.84739,,,,16.186,,,,5.43E+02,,,,20.5,,,,10.97,,,,464,,,,5048,,,,8.611
CANDIDATE,,294.33594,,41.747532,281.5921577,,,,5.673,,,,9.31E+03,,,,7.22,,,,0.61,,,,225,,,,5330,,,,0.713
CANDIDATE,,298.11356,,41.712749,103.722152,,,,6.061,,,,2.97E+02,,,,1.95,,,,6.92,,,,414,,,,5784,,,,1.143
FALSE POSITIVE,,286.23264,,38.202888,29.9756697,,,,2.987,,,,2.58E+02,,,,1.84,,,,28.85,,,,591,,,,5893,,,,0.986
FALSE POSITIVE,,292.55002,,39.023811,387.56519,,,,13.28,,,,1.08E+03,,,,4.02,,,,1.28,,,,271,,,,6289,,,,1.02
FALSE POSITIVE,,288.89194,,40.563141,31.5073649,,,,7.362,,,,3.31E+02,,,,0.74,,,,0.97,,,,253,,,,3554,,,,0.37
FALSE POSITIVE,,294.23987,,40.012131,18.1118457,,,,6.309,,,,3.29E+02,,,,31.25,,,,98.09,,,,803,,,,6434,,,,1.138
CANDIDATE,,296.87976,,40.45536,32.5474295,,,,6.945,,,,1.57E+02,,,,1.42,,,,34.42,,,,618,,,,6068,,,,1.061
CANDIDATE,,287.66339,,43.471451,33.4969115,,,,4.833,,,,1.64E+02,,,,2.97,,,,37.3,,,,630,,,,4928,,,,1.688
CANDIDATE,,295.18872,,39.01865,411.8969,,,,6.203,,,,5.03E+02,,,,2.61,,,,1.43,,,,279,,,,6362,,,,1.144
FALSE POSITIVE,,296.10361,,39.056221,1.389947459,,,,1.193,,,,1.21E+03,,,,3.39,,,,1816.13,,,,1665,,,,5999,,,,0.95
CANDIDATE,,296.35797,,39.078579,127.671711,,,,2.637,,,,4.50E+02,,,,5.52,,,,17.13,,,,519,,,,4985,,,,2.633
FALSE POSITIVE,,291.8476,,39.143566,282.5363563,,,,10.3088,,,,2.92E+04,,,,70.53,,,,3.98,,,,360,,,,6401,,,,1.41
FALSE POSITIVE,,294.40005,,39.171589,289.490952,,,,3.91,,,,7.73E+02,,,,2.87,,,,1.66,,,,290,,,,5978,,,,1.032
CANDIDATE,,295.16342,,39.180187,349.58811,,,,5.052,,,,3.73E+02,,,,134.79,,,,787.87,,,,1351,,,,3860,,,,74.32
CANDIDATE,,298.7175,,40.541969,1.680254289,,,,12.585,,,,5.16E+04,,,,30.88,,,,3753.6,,,,1996,,,,6423,,,,1.246
FALSE POSITIVE,,298.89673,,40.578529,0.782068488,,,,1.239,,,,1.16E+02,,,,21.02,,,,343029.57,,,,6169,,,,4475,,,,20.237
CANDIDATE,,299.38071,,40.535671,151.13008,,,,3.49,,,,3.58E+02,,,,4.41,,,,26.4,,,,578,,,,6768,,,,2.302
CANDIDATE,,284.19696,,40.641251,628.15844,,,,12.144,,,,5.02E+02,,,,0.95,,,,0.03,,,,101,,,,3697,,,,0.423
FALSE POSITIVE,,287.8595,,40.687962,273.223848,,,,3.787,,,,4.70E+02,,,,8,,,,9.87,,,,452,,,,5079,,,,3.792
FALSE POSITIVE,,298.18536,,41.733952,0.650701055,,,,0.89164,,,,3.71E+05,,,,281.62,,,,370319.14,,,,6285,,,,10921,,,,3.701
CANDIDATE,,284.98364,,41.881351,263.90141,,,,4.303,,,,8.07E+02,,,,23.91,,,,23.6,,,,562,,,,5094,,,,6.247
FALSE POSITIVE,,286.52179,,41.822239,59.742966,,,,6.78,,,,2.85E+02,,,,16.91,,,,273.48,,,,1037,,,,5059,,,,7.322
CANDIDATE,,291.76413,,41.86013,18.7821603,,,,5.573,,,,7.72E+01,,,,0.83,,,,50.97,,,,681,,,,5919,,,,0.94
CANDIDATE,,291.89035,,41.816818,389.316341,,,,5.49,,,,2.60E+03,,,,27.61,,,,0.86,,,,245,,,,5731,,,,0.958
FALSE POSITIVE,,293.28232,,41.854622,405.32064,,,,7.77,,,,5.62E+02,,,,1.34,,,,0.18,,,,166,,,,4694,,,,0.574
FALSE POSITIVE,,297.05902,,41.84322,342.830882,,,,3.826,,,,4.51E+02,,,,10.76,,,,18.68,,,,530,,,,4994,,,,5.205
CANDIDATE,,287.33041,,41.974899,3.98916186,,,,1.913,,,,3.18E+02,,,,28.1,,,,27838.74,,,,3293,,,,4998,,,,16.187
CANDIDATE,,291.19882,,44.166241,42.8774169,,,,1.991,,,,1.07E+03,,,,2.67,,,,9.8,,,,451,,,,5256,,,,0.832
CANDIDATE,,293.62357,,42.129639,190.800788,,,,8.082,,,,2.88E+02,,,,1.67,,,,2.51,,,,321,,,,5993,,,,0.986
FALSE POSITIVE,,290.1488,,38.513279,2.97601892,,,,5.5,,,,3.06E+02,,,,164.46,,,,14524.05,,,,2799,,,,5140,,,,7.746
